race_id,election_date,state_code,office,jurisdiction,endorsed_candidates,non_person_ballot_options,other_candidates,source_reviewed_candidates,unreviewed_candidates,comparison_count,documented_topics,policy_comparison_count,campaign_frame_comparison_count,agenda_comparison_count,unspecified_comparison_count,paired_evidence_types,agreements,differences_and_emphases,study_status,completeness,identity_review_alert,identity_review_notes
race-14d53ce965776b0cb235,2026-03-03,TX,Justice of the Peace,Precinct 1 (Travis County),Andrew Hairston,,Ciara Parks,Andrew Hairston | Ciara Parks,,1,campaign_strategy_and_framing,0,1,0,0,campaign_frame,"[{""pair"": ""Andrew Hairston / Ciara Parks"", ""analysis"": ""Both pledge dignified and compassionate courtroom treatment. This establishes a shared stated judicial principle only, not identical full platforms or a demonstrated difference in actual conduct. Parks's page remains timing-qualified."", ""comparison_id"": ""frontier-hairston-parks-dignity""}]",[],paired_reviewed_evidence,not_a_complete_platform_census,,
race-1619e17f83ec30198cc9,2026-09-01,MA,State Representative,25th Middlesex,Evan MacKay,,Marjorie C. Decker,Evan MacKay,Marjorie C. Decker,0,,0,0,0,0,none,[],[],standalone_reviewed_evidence,not_a_complete_platform_census,,
race-183cee175deff89674c1,2022-05-17,KY,State House,District 43,Robert LeVertis Bell,,Pamela D. Stevenson,,Pamela D. Stevenson | Robert LeVertis Bell,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-1a63cae0504360d8eb38,2022-05-17,OR,US House,District 4,Doyle Canning,,Andrew Kalloch | G. Tommy Smith | Jake Matthews | John Selker | Sami Al-Abdrabbuh | Steve Laible | Val Hoyle,Doyle Canning | Val Hoyle,Andrew Kalloch | G. Tommy Smith | Jake Matthews | John Selker | Sami Al-Abdrabbuh | Steve Laible,1,climate_environment,1,0,0,0,policy_position,[],"[{""pair"": ""Doyle Canning / Val Hoyle"", ""relationship"": ""different_emphasis"", ""analysis"": ""Both support climate action. Canning frames climate protection as a central campaign priority, while Hoyle specifies a 100% clean-electricity standard. This is a difference in specificity and emphasis; neither excerpt establishes opposition to the other’s approach."", ""comparison_id"": ""cmp-hd-16-val-hoyle""}]",paired_reviewed_evidence,not_a_complete_platform_census,,
race-1ae0377fbe0218036806,2020-06-02,MD,City Council,Baltimore District 12,Dave Heilker,,Gary Crum | Haroon Ajaz | Matthew Reeds | Phillip Lee Westry | Robert Stokes Sr.,,Dave Heilker | Gary Crum | Haroon Ajaz | Matthew Reeds | Phillip Lee Westry | Robert Stokes Sr.,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-1b141d6fe80a6b092dc9,2022-06-28,NY,State Assembly,District 103,Sarahana Shrestha,,Kevin A. Cahill,,Kevin A. Cahill | Sarahana Shrestha,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-1b16bc7d886dcbb78057,2024-05-21,OR,State Representative,District 35,Farrah Chaichi,,Casey Zimmerman,Casey Zimmerman | Farrah Chaichi,,1,labor,1,0,0,0,policy_position,"[{""pair"": ""Farrah Chaichi / Casey Zimmerman"", ""analysis"": ""Both explicitly support union mechanisms: Chaichi supports making it easier to form unions without intimidation, while Zimmerman supports collective bargaining to improve wages, benefits, and working conditions. The shared position is limited to union organizing and bargaining rights."", ""comparison_id"": ""cmp-hb05-union-organizing""}]",[],paired_reviewed_evidence,not_a_complete_platform_census,,
race-1b273b10a29d54af6b83,2018-05-15,PA,State House,District 168,Kristin Seale,,,,Kristin Seale,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-1b75c0e578468fd6ef46,2020-09-01,MA,State Representative,2nd Suffolk District,Damali Vidot,,Daniel Joseph Ryan,,Damali Vidot | Daniel Joseph Ryan,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-1d2c5471b666d1dfee92,2026-11-03,LA,US House,District 1,Lauren Jewett,,,Lauren Jewett,,0,,0,0,0,0,none,[],[],standalone_reviewed_evidence,not_a_complete_platform_census,,
race-1d52e9db30dc8b63812b,2024-09-10,DE,County Council President,New Castle County,Val Gould,,George S. Frankel | Jason Hoover | Monique Johns | Robert A. Williams,,George S. Frankel | Jason Hoover | Monique Johns | Robert A. Williams | Val Gould,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-1e3efde0247356c47dbb,2022-06-28,IL,County Commissioner,Cook County District 8,Anthony Joel Quezada,,Edwin Reyes | Luis Arroyo Jr. | Natalie Toro | Rory McHale,,Anthony Joel Quezada | Edwin Reyes | Luis Arroyo Jr. | Natalie Toro | Rory McHale,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-1e73e737c92d27505df4,2023-06-27,NY,City Council,Ithaca Ward 3,Nathan Sitaraman,,David Shapiro,,David Shapiro | Nathan Sitaraman,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-1ebf8dc775ced8d30b89,2024-03-05,CO,Democratic Presidential Primary,Statewide,Noncommitted Delegate,,Armando “Mando” Perez-Serrato | Dean Phillips | Frankie Lozada | Gabriel Cornejo | Jason Palmer | Joe Biden | Marianne Williamson | Stephen P. Lyons,,Armando “Mando” Perez-Serrato | Dean Phillips | Frankie Lozada | Gabriel Cornejo | Jason Palmer | Joe Biden | Marianne Williamson | Noncommitted Delegate | Stephen P. Lyons,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-1fd5827f1c16c0d86383,2022-03-01,TX,US House,District 30,Jessica Mason,,Abel Mulugheta | Arthur Dixon | Barbara Mallory Caraway | Jane Hope Hamilton | Jasmine Crockett | Keisha Williams-Lankford | Roy Williams | Vonciel Hill,,Abel Mulugheta | Arthur Dixon | Barbara Mallory Caraway | Jane Hope Hamilton | Jasmine Crockett | Jessica Mason | Keisha Williams-Lankford | Roy Williams | Vonciel Hill,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-22a899eddaf5c65171b5,2026-06-09,NV,State Assembly,District 10,Val Thomason,,Venise L. Karris,Venise L. Karris,Val Thomason,0,,0,0,0,0,none,[],[],standalone_reviewed_evidence,not_a_complete_platform_census,,
race-22a936e1e172dbe73f83,2020-09-15,DE,State Senate,District 13,Marie Pinkney,,David B. McBride,,David B. McBride | Marie Pinkney,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-22fe359f88b8827fa9c3,2025-06-24,NY,City Council,Ward 8 (Poughkeepsie),Daniel L. Atonna,,Sakima AG. McClinton,,Daniel L. Atonna | Sakima AG. McClinton,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-23a81db2e61ea7e89f32,2026-05-19,AL,State Representative,House District 28,Robert Hunter,,,Robert Hunter,,0,,0,0,0,0,none,[],[],standalone_reviewed_evidence,not_a_complete_platform_census,,
race-248037f4a8dd844f2fd3,2020-09-08,RI,State House,District 7,David Morales,,Angel Subervi | Daniel N. McKiernan,,Angel Subervi | Daniel N. McKiernan | David Morales,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-24985f44b17b3b11253a,2024-09-10,DE,City Council,Wilmington District 7,James Dahlke,,Chris Johnson | Peggy A. Brooks,,Chris Johnson | James Dahlke | Peggy A. Brooks,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-24aa59df50abd920bfce,2020-06-23,NY,State Assembly,District 36,Zohran Kwame Mamdani,,Aravella Simotas,Aravella Simotas | Zohran Kwame Mamdani,,1,healthcare,1,0,0,0,policy_position,"[{""pair"": ""Zohran Kwame Mamdani / Aravella Simotas"", ""analysis"": ""Both explicitly support single-payer and the New York Health Act. Mamdani’s retained page version was updated after the primary and remains timing-qualified."", ""comparison_id"": ""cmp-joldc-simotas-mamdani-single-payer""}]",[],paired_reviewed_evidence,not_a_complete_platform_census,,
race-270213668f9b0459e1f5,2020-08-04,MO,US House,District 1,Cori Bush,,Katherine (Kat) Bruckner | William Lacy Clay,,Cori Bush | Katherine (Kat) Bruckner | William Lacy Clay,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-271730fa96966d7953eb,2020-05-19,OR,President,Oregon,Bernie Sanders,Miscellaneous,Elizabeth Warren | Joseph R. Biden | Tulsi Gabbard,,Bernie Sanders | Elizabeth Warren | Joseph R. Biden | Tulsi Gabbard,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-272467423dd3b8accee4,2026-06-09,NV,State Assembly,District 34,Shaun R. Navarro,,Hanadi Nadeem,Hanadi Nadeem | Shaun R. Navarro,,1,labor,1,0,0,0,policy_position,"[{""pair"": ""Shaun R. Navarro / Hanadi Nadeem"", ""analysis"": ""Both support raising wages with reference to living costs. Navarro specifies a $23 wage floor and separately calls for inflation indexing in the retained paragraph; Nadeem states only the broader goal of matching wages to the cost of living. The comparison does not impute automatic indexing to Nadeem."", ""comparison_id"": ""cmp-hb07-wages""}]",[],paired_reviewed_evidence,not_a_complete_platform_census,,
race-272d21c083662bb8a814,2026-06-23,UT,State Senate,District 13,Taylor J. Paden,,Evan Done | Silvia Catten,Taylor J. Paden,Evan Done | Silvia Catten,0,,0,0,0,0,none,[],[],standalone_reviewed_evidence,not_a_complete_platform_census,,
race-27898efa1748e81e5d56,2020-06-30,CO,US Senate,Statewide,Lorena Garcia,,Andrew Romanoff | John Hickenlooper,,Andrew Romanoff | John Hickenlooper | Lorena Garcia,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-2812e849ff7ef05c62d9,2020-06-02,PA,State Senate,District 1,Nikil Saval,,Larry Farnese,Larry Farnese | Nikil Saval,,7,campaign_strategy_and_framing | climate_environment | housing | labor | public_health,6,1,0,0,campaign_frame | policy_position,"[{""pair"": ""Nikil Saval / Larry Farnese"", ""analysis"": ""Both support community land trusts, with Saval specifying public acquisition and restricted-affordability transfers and Farnese proposing growth incentives."", ""comparison_id"": ""pa20-saval-farnese-land-trusts""}, {""pair"": ""Nikil Saval / Larry Farnese"", ""analysis"": ""Both support an AB5-style worker-classification law. Saval discusses negotiating clearer exemptions; Farnese says implementation is under review."", ""comparison_id"": ""pa20-saval-farnese-ab5""}]","[{""pair"": ""Nikil Saval / Larry Farnese"", ""relationship"": ""different_emphasis"", ""analysis"": ""Saval proposes rent stabilization directly; Farnese favors considering rent control after public debate and design work. The latter is a qualified deliberative position, not explicit opposition."", ""comparison_id"": ""pa20-saval-farnese-rent""}, {""pair"": ""Nikil Saval / Larry Farnese"", ""relationship"": ""different_scope"", ""analysis"": ""Saval endorses a fracking ban linked to worker-transition programs. Farnese supports a ban at least during review of permitting. The difference is its stated duration and conditions, not a simple pro-/anti-ban split."", ""comparison_id"": ""pa20-saval-farnese-fracking""}, {""pair"": ""Nikil Saval / Larry Farnese"", ""relationship"": ""different_scope"", ""analysis"": ""Both support supervised consumption sites; Farnese explicitly requires host-community support before operation. Saval's answer does not state that condition, but its absence is not proof he rejects community consultation."", ""comparison_id"": ""pa20-saval-farnese-consumption""}, {""pair"": ""Nikil Saval / Larry Farnese"", ""relationship"": ""different_scope"", ""analysis"": ""Saval specifies a $15 floor; Farnese gives a $12-15 range with inflation indexing. An exact Farnese endpoint or categorical rejection of $15 is not invented."", ""comparison_id"": ""pa20-saval-farnese-wage""}, {""pair"": ""Nikil Saval / Larry Farnese"", ""relationship"": ""different_strategy"", ""analysis"": ""Saval emphasizes movement representation; Farnese emphasizes cross-party relationships and electing a Democratic majority. These are stated approaches, not measured effectiveness."", ""comparison_id"": ""pa20-saval-farnese-strategy""}]",paired_reviewed_evidence,not_a_complete_platform_census,,
race-29704c58690113fb2a50,2022-08-23,NY,State Senate,District 59,Kristen Gonzalez,,Elizabeth S. Crowley | Francoise Olivas | Michael D. Corbett | Nomiki Konst,Elizabeth S. Crowley,Francoise Olivas | Kristen Gonzalez | Michael D. Corbett | Nomiki Konst,0,,0,0,0,0,none,[],[],standalone_reviewed_evidence,not_a_complete_platform_census,,
race-2ad627f1f643d221f19f,2021-06-22,NY,New York City Council,District 14,Adolfo Abreu,,Fernando Aquino | Haile Rivera | Pierina Sanchez | Socrates Solano | Yudelka Tapia,,Adolfo Abreu | Fernando Aquino | Haile Rivera | Pierina Sanchez | Socrates Solano | Yudelka Tapia,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-2b388b22da81a36b8441,2024-06-25,CO,State House,District 36,Bryan Lindstrom,,Michael Carter,,Bryan Lindstrom | Michael Carter,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-2c2133100c33cde0b378,2026-06-23,NY,State Assembly,District 149,Adam Bojak,,Karen Hoak | Kevin Deese,Adam Bojak | Karen Hoak | Kevin Deese,,1,healthcare,1,0,0,0,policy_position,"[{""pair"": ""Adam Bojak / Kevin Deese"", ""analysis"": ""Both explicitly support the New York Health Act."", ""comparison_id"": ""cmp-hist-a-08-005""}]",[],paired_reviewed_evidence,not_a_complete_platform_census,,
race-2c460539f3855b59165c,2025-09-09,CT,City Council,New London,Jefferey Hart,,Akil Peck | Christopher Clouet | Efrain Dominguez Jr. | John Satti | Reona Dyess | Shineika Fareus | Victoria Mueller,,Akil Peck | Christopher Clouet | Efrain Dominguez Jr. | Jefferey Hart | John Satti | Reona Dyess | Shineika Fareus | Victoria Mueller,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-2d45550960d2b093207f,2024-06-25,NY,State Senate,District 59,Kristen Gonzalez,,Gus Lambropoulos,,Gus Lambropoulos | Kristen Gonzalez,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-2d77a10e3b62e9f5ec19,2026-08-04,MI,US House,District 13,Donavan McKinney,,Shri Thanedar,Donavan McKinney | Shri Thanedar,,1,healthcare,1,0,0,0,policy_position,"[{""pair"": ""Donavan McKinney / Shri Thanedar"", ""analysis"": ""Both candidates explicitly support Medicare for All. The short excerpts establish the shared proposition but do not imply identical benefit design, financing, or transition details."", ""comparison_id"": ""cmp-mi13-medicare-for-all""}]",[],paired_reviewed_evidence,not_a_complete_platform_census,,
race-2ecff9498c2feda5de76,2022-08-09,VT,State House,Chittenden 15,Brian Cina,,Troy Headrick,,Brian Cina | Troy Headrick,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-2f8e4895b4a4f1338b92,2020-06-02,MT,State House,District 95,Danny Tenenbaum,,,Danny Tenenbaum,,0,,0,0,0,0,none,[],[],standalone_reviewed_evidence,not_a_complete_platform_census,,
race-31fe14573c903bb5d74d,2024-08-13,VT,State Senate,Chittenden Central,Tanya Vyhovsky,,Martine Larocque Gulick | Philip Baruth | Stewart Ledbetter,Martine Larocque Gulick | Philip Baruth | Stewart Ledbetter | Tanya Vyhovsky,,2,campaign_strategy_and_framing,0,2,0,0,campaign_frame,[],"[{""pair"": ""Tanya Vyhovsky / Stewart Ledbetter"", ""relationship"": ""different_emphasis"", ""analysis"": ""Vyhovsky emphasizes concern about funding sources and reform; Ledbetter defends unsolicited support. This is a campaign-framing difference, not proof of purchased votes or opposing reform positions."", ""comparison_id"": ""vt24-vyhovsky-ledbetter-funding-frame""}, {""pair"": ""Tanya Vyhovsky / Philip Baruth"", ""relationship"": ""different_emphasis"", ""analysis"": ""Vyhovsky stresses that funding sources matter; Baruth questions the value of scrutinizing this opponent's donors. Their reform-policy positions are not assumed to be opposites."", ""comparison_id"": ""vt24-vyhovsky-baruth-funding-frame""}]",paired_reviewed_evidence,not_a_complete_platform_census,,
