excerpt_id,speaker,race_id,election_date,topic,quote,source_url,publication_date,quote_match_locators,source_sha256,reviewed,review_method,representation_kind,representation_review_notes,document_id,role,subtopic,stance,short_exact_quote,locator,notes,canonical_speaker,review_notes,archive_url,capture_date,temporal_evidence_date,ballot_name,ballot_party,identity_resolution,identity_evidence_ids,identity_review_notes,identity_source_ids,identity_evidence_type,comparison_scope,election_timing,timing_status,evidence_status,source_id,metadata_document_id,attribution_notes,election_identity_status,source_status,source_type,metadata_publication_date,publication_month,available_by_date,source_updated_date,version_timing_qualification,candidate_scoped_locators,identity_caveat,official_election_source,official_election_source_status,certified_opponents_status,replaced_source_document_id,candidate_document_registration,source_speaker,identity_review,claim_summary,answer_context,identity_evidence_document_ids
exc-hist-a-04-008,James Mackler,race-be4bad5778e280b31274,2020-08-06,healthcare,Access to healthcare is a right,https://www.jamesmackler.com/frontpage/2019/healthcareprotections190628,,paragraph 28,2db4ac48a07617fcf461cafcfb5eff45433142c7083872ca4fec2fcc615cddbf,false,assistant_source_review_not_independent_human_gold,policy_position,,b415b886791b466eecf7890a,opponent_candidate,healthcare_as_right,support,Access to healthcare is a right,paragraph 28,Direct quotation in a campaign release; capture timing is qualified because the retained archive capture is after the primary.,James Mackler,Assistant source review; Direct quotation in a campaign release; capture timing is qualified because the retained archive capture is after the primary.,https://web.archive.org/web/20201025162227/https://www.jamesmackler.com/frontpage/2019/healthcareprotections190628/,2020-10-25,,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,pre_primary_time_unverified,,src-hist-a-04-b415b886791b466eecf7890a,b415b886791b466eecf7890a,Direct quotation in a campaign release; capture timing is qualified because the retained archive capture is after the primary.,canonical_registry_and_cached_source_association_only,timing_unverified,archived_campaign_release,,,,,,paragraph 28,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://sos.tn.gov/elections/results-2020,resolution_verified,corpus_candidate_set,,,,,,,
exc-hist-a-04-009,Marquita Bradshaw,race-be4bad5778e280b31274,2020-08-06,climate_environment,"policies should ensure that people have healthy and safe places to live, learn, work, worship, and recreate",https://web.archive.org/web/20201004005244id_/https://ballotpedia.org/Marquita_Bradshaw,,paragraph 162,3f82be734ef498f7a7075c7c7b5ec71b6f5477e7c1b31486535ad0315e9416f6,false,assistant_source_review_not_independent_human_gold,policy_position,,914011075ad73d3afa3e7640,endorsed_candidate,environmental_health,support,"policies should ensure that people have healthy and safe places to live, learn, work, worship, and recreate",paragraph 162,Candidate questionnaire answer; publication timing remains unverified.,Marquita Bradshaw,Assistant source review; Candidate questionnaire answer; publication timing remains unverified.,https://web.archive.org/web/20201004005244id_/https://ballotpedia.org/Marquita_Bradshaw,2020-10-04,,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,pre_primary_time_unverified,,src-hist-a-04-914011075ad73d3afa3e7640,914011075ad73d3afa3e7640,Candidate questionnaire answer; publication timing remains unverified.,canonical_registry_and_cached_source_association_only,timing_unverified,candidate_questionnaire,,,,,,paragraph 162,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://sos.tn.gov/elections/results-2020,resolution_verified,corpus_candidate_set,,,,,,,
exc-hist-a-07-015,Ciara Parks,race-14d53ce965776b0cb235,2026-03-03,criminal_justice,advocate for alternatives to incarceration when appropriate,https://www.ciaraforjp1.com/,,paragraph 48,9d26f2ab9e0bd8c666f6ea256f6d7417f7feff601c9370c692ddeb63215b95ae,false,assistant_source_review_not_independent_human_gold,policy_position,,b03005607843df892c566a0a,opponent_candidate,justice_approach,support_alternatives_to_incarceration,advocate for alternatives to incarceration when appropriate,paragraph 48,Candidate-controlled campaign page with an explicit alternatives-to-incarceration commitment.,Ciara Parks,Assistant source review; Candidate-controlled campaign page with an explicit alternatives-to-incarceration commitment.,,,,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,pre_primary_time_unverified,,src-hist-a-07-b03005607843df892c566a0a,b03005607843df892c566a0a,Candidate-controlled campaign page with an explicit alternatives-to-incarceration commitment.,canonical_registry_and_cached_source_association_only,timing_unverified,official campaign priorities,,,,,,paragraph 48,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,source_unavailable,corpus_candidate_set,,,,,,,
exc-hist-a-08-016,Adam Bojak,race-2c2133100c33cde0b378,2026-06-23,healthcare,healthcare free at the point of service for all New Yorkers,https://www.bojakforassembly.com/platform-policy,,paragraph 38,6cd97690eccba4bc16673f1ab195c2f368478b02ccdd2da65a62d100e84a02f6,false,assistant_source_review_not_independent_human_gold,policy_position,,9889467007ef15993c87c3e9,endorsed_candidate,new_york_health_act,support,healthcare free at the point of service for all New Yorkers,paragraph 38,Candidate-controlled platform; same-cycle capture timing remains unverified.,Adam Bojak,Assistant source review; Candidate-controlled platform; same-cycle capture timing remains unverified.,,,,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,pre_primary_time_unverified,,src-hist-a-08-9889467007ef15993c87c3e9,9889467007ef15993c87c3e9,Candidate-controlled platform; same-cycle capture timing remains unverified.,canonical_registry_and_cached_source_association_only,timing_unverified,campaign_issue_page,,,,,,paragraph 38,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,unresolved,corpus_candidate_set,,,,,,,
exc-hist-a-08-018,Kevin Deese,race-2c2133100c33cde0b378,2026-06-23,healthcare,Pass the New York Health Act or similarly transformative legislation,https://www.kevindeese.com/platform,,paragraph 52,2c442e3f10eb4a010da22fabb5f730542ff6d7543d99309ac9f8fadc18acef21,false,assistant_source_review_not_independent_human_gold,policy_position,,71ac929e0321b7d0bdb5ec38,opponent_candidate,new_york_health_act,support,Pass the New York Health Act or similarly transformative legislation,paragraph 52,Candidate-controlled pre-primary platform.,Kevin Deese,Assistant source review; Candidate-controlled pre-primary platform.,,,,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,pre_primary_time_unverified,,src-hist-a-08-71ac929e0321b7d0bdb5ec38,71ac929e0321b7d0bdb5ec38,Candidate-controlled pre-primary platform.,canonical_registry_and_cached_source_association_only,timing_unverified,official_campaign_platform,,,,,,paragraph 52,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,unresolved,corpus_candidate_set,,,,,,,
exc-hist-a-09-019,Demetria Henderson,race-3db62fccce64bbd64336,2026-05-19,healthcare,advocate for expanded healthcare access,https://hendersonforga58.org/,,paragraph 40,e69e10e868424471624e3f0ddb0c044eddce84313a309394357452fb5e935038,false,assistant_source_review_not_independent_human_gold,policy_position,,89c267615dcefca8ee251ead,opponent_candidate,coverage_expansion,support_expanded_access,advocate for expanded healthcare access,paragraph 40,Candidate-controlled platform; same-cycle publication timing remains unverified.,Demetria Henderson,Assistant source review; Candidate-controlled platform; same-cycle publication timing remains unverified.,,,,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,pre_primary_time_unverified,,src-hist-a-09-89c267615dcefca8ee251ead,89c267615dcefca8ee251ead,Candidate-controlled platform; same-cycle publication timing remains unverified.,canonical_registry_and_cached_source_association_only,timing_unverified,campaign_website,,,,,,paragraph 40,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,source_unavailable,corpus_candidate_set,,,,,,,
exc-hist-a-09-020,Mathewos Samson,race-3db62fccce64bbd64336,2026-05-19,healthcare,"I’m running on affordable housing, healthcare for everyone, and fully funding our schools",https://atlantaciviccircle.org/2026/04/01/unexpected-candidate-dsa-mathewos-samson-legislature-georgia,,paragraph 56,1762fc5622cee44d475ebe94e14fa485b3a09cb88bdf8d8be20ed2166d5a40ac,false,assistant_source_review_not_independent_human_gold,policy_position,,825d4daa02d74b3035ad5d55,endorsed_candidate,coverage_expansion,healthcare_for_everyone_framing,"I’m running on affordable housing, healthcare for everyone, and fully funding our schools",paragraph 56,Direct quotation at the campaign launch; it does not specify a coverage mechanism. Retained publication timing is unverified.,Mathewos Samson,Assistant source review; Direct quotation at the campaign launch; it does not specify a coverage mechanism. Retained publication timing is unverified.,,,,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,pre_primary_time_unverified,,src-hist-a-09-825d4daa02d74b3035ad5d55,825d4daa02d74b3035ad5d55,Direct quotation at the campaign launch; it does not specify a coverage mechanism. Retained publication timing is unverified.,canonical_registry_and_cached_source_association_only,timing_unverified,candidate_interview,,,,,,paragraph 56,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,source_unavailable,corpus_candidate_set,,,,,,,
exc-hist-a-10-021,Allison Eriksen,race-3feef0e6623161e871c8,2026-06-23,housing,support loosening SFZ restrictions and encouraging the building of housing with smaller footprints,https://www.montgomery4all.org/allison-eriksen-2026,,paragraph 90,2c3d60fc7ef359a9cab4ae0a8a1001dc7dc15a19cb8f63a71491435478d60417,false,assistant_source_review_not_independent_human_gold,policy_position,,7c53a4825d6bb50106eda8c8,opponent_candidate,housing_affordability,support_zoning_reform,support loosening SFZ restrictions and encouraging the building of housing with smaller footprints,paragraph 90,Candidate-submitted questionnaire answer; timing remains unverified.,Allison Eriksen,Assistant source review; Candidate-submitted questionnaire answer; timing remains unverified.,,,,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,pre_primary_time_unverified,,src-hist-a-10-7c53a4825d6bb50106eda8c8,7c53a4825d6bb50106eda8c8,Candidate-submitted questionnaire answer; timing remains unverified.,canonical_registry_and_cached_source_association_only,timing_unverified,candidate_questionnaire | questionnaire,,,,,,paragraph 90,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,source_unavailable,corpus_candidate_set,,,,,,,
exc-hist-a-10-022,"Izola ""Zola"" Shaw",race-3feef0e6623161e871c8,2026-06-23,housing,I will prioritize expanding the Housing Production Fund,https://www.montgomery4all.org/izola-shaw-2026,,paragraph 86,abc353a5dad5a1288780ccee8e496d2dc3ee2aafabaa1e350bfb66f8c49a7495,false,assistant_source_review_not_independent_human_gold,policy_position,,ad57806b782d74413dfa3784,endorsed_candidate,housing_affordability,support_public_financing,I will prioritize expanding the Housing Production Fund,paragraph 86,Candidate-submitted questionnaire answer; timing remains unverified.,"Izola ""Zola"" Shaw",Assistant source review; Candidate-submitted questionnaire answer; timing remains unverified.,,,,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,pre_primary_time_unverified,,src-hist-a-10-ad57806b782d74413dfa3784,ad57806b782d74413dfa3784,Candidate-submitted questionnaire answer; timing remains unverified.,canonical_registry_and_cached_source_association_only,timing_unverified,questionnaire,,,,,,paragraph 86,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,source_unavailable,corpus_candidate_set,,,,,,,
exc-hist-a-10-023,Jud Ashman,race-3feef0e6623161e871c8,2026-06-23,housing,allow for more “missing middle” housing,https://www.montgomery4all.org/jud-ashman-2026,,paragraph 96,72e27d669a88075797944f89eb9e72f8f7bbd6734798331539bab4007e91d0d0,false,assistant_source_review_not_independent_human_gold,policy_position,,7943cbba1389deab61a58169,opponent_candidate,housing_affordability,support_zoning_reform,allow for more “missing middle” housing,paragraph 96,Candidate-submitted questionnaire answer; timing remains unverified.,Jud Ashman,Assistant source review; Candidate-submitted questionnaire answer; timing remains unverified.,,,,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,pre_primary_time_unverified,,src-hist-a-10-7943cbba1389deab61a58169,7943cbba1389deab61a58169,Candidate-submitted questionnaire answer; timing remains unverified.,canonical_registry_and_cached_source_association_only,timing_unverified,candidate_questionnaire,,,,,,paragraph 96,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,source_unavailable,corpus_candidate_set,,,,,,,
