race_id,candidate_name,election_date,party,role,evidence_status
race-2005b47032b558f2b4f8,Nick Ward,2023-02-28,Nonpartisan,endorsed,verified
race-2005b47032b558f2b4f8,Roxanne Volkmann,2023-02-28,Nonpartisan,opponent,verified
race-22a899eddaf5c65171b5,Val Thomason,2026-06-09,Democratic,endorsed,source_unavailable
race-22a899eddaf5c65171b5,Val Thomason,2026-06-09,Democratic,endorsed,verified
race-22a899eddaf5c65171b5,Venise L. Karris,2026-06-09,Democratic,opponent,verified
race-22a936e1e172dbe73f83,David B. McBride,2020-09-15,Democratic,opponent,source_unavailable
race-22a936e1e172dbe73f83,Marie Pinkney,2020-09-15,Democratic,endorsed,source_unavailable
race-22fe359f88b8827fa9c3,Daniel L. Atonna,2025-06-24,Democratic,endorsed,source_unavailable
race-22fe359f88b8827fa9c3,Sakima AG. McClinton,2025-06-24,Democratic,opponent,source_unavailable
race-23a81db2e61ea7e89f32,Robert Hunter,2026-05-19,Democratic,unopposed,verified
race-248037f4a8dd844f2fd3,Angel Subervi,2020-09-08,Democratic,opponent,source_unavailable
race-248037f4a8dd844f2fd3,Daniel N. McKiernan,2020-09-08,Democratic,opponent,verified
race-248037f4a8dd844f2fd3,David Morales,2020-09-08,Democratic,endorsed,source_unavailable
race-24985f44b17b3b11253a,Chris Johnson,2024-09-10,Democratic,opponent,source_unavailable
race-24985f44b17b3b11253a,James Dahlke,2024-09-10,Democratic,endorsed,source_unavailable
race-24985f44b17b3b11253a,Peggy A. Brooks,2024-09-10,Democratic,opponent,source_unavailable
race-24aa59df50abd920bfce,Zohran Mamdani,2020-06-23,Democratic,endorsed,verified
race-270213668f9b0459e1f5,Cori Bush,2020-08-04,Democratic,endorsed,source_unavailable
race-270213668f9b0459e1f5,Katherine (Kat) Bruckner,2020-08-04,Democratic,opponent,source_unavailable
race-270213668f9b0459e1f5,William Lacy Clay,2020-08-04,Democratic,opponent,source_unavailable
race-271730fa96966d7953eb,Bernie Sanders,2020-05-19,Democratic,endorsed,verified
race-271730fa96966d7953eb,Elizabeth Warren,2020-05-19,Democratic,opponent,verified
race-271730fa96966d7953eb,Joseph R Biden,2020-05-19,Democratic,opponent,verified
race-271730fa96966d7953eb,Tulsi Gabbard,2020-05-19,Democratic,opponent,verified
race-272467423dd3b8accee4,Hanadi Nadeem,2026-06-09,Democratic,opponent,verified
race-272467423dd3b8accee4,Shaun R. Navarro,2026-06-09,Democratic,endorsed,source_unavailable
race-272d21c083662bb8a814,Evan Done,2026-06-23,Democratic,opponent,source_unavailable
race-272d21c083662bb8a814,Silvia Catten,2026-06-23,Democratic,opponent,source_unavailable
race-272d21c083662bb8a814,Taylor J. Paden,2026-06-23,Democratic,endorsed,source_unavailable
race-27898efa1748e81e5d56,Andrew Romanoff,2020-06-30,Democratic,opponent,verified
race-27898efa1748e81e5d56,John Hickenlooper,2020-06-30,Democratic,opponent,verified
race-27898efa1748e81e5d56,Lorena Garcia,2020-06-30,Democratic,endorsed,verified
race-2812e849ff7ef05c62d9,Larry Farnese,2020-06-02,Democratic,opponent,source_unavailable
race-2812e849ff7ef05c62d9,Larry Farnese,2020-06-02,Democratic,opponent,verified
race-2812e849ff7ef05c62d9,Nikil Saval,2020-06-02,Democratic,endorsed,verified
race-29704c58690113fb2a50,Elizabeth S. Crowley,2022-08-23,Democratic,opponent,verified
race-29704c58690113fb2a50,Francoise Olivas,2022-08-23,Democratic,opponent,source_unavailable
race-29704c58690113fb2a50,Kristen Gonzalez,2022-08-23,Democratic,endorsed,verified
race-29704c58690113fb2a50,Michael D. Corbett,2022-08-23,Democratic,opponent,verified
race-29704c58690113fb2a50,Nomiki Konst,2022-08-23,Democratic,opponent,source_unavailable
race-2a3689814b363475c0ca,Franco Ferrante,2025-02-18,Nonpartisan,opponent,source_unavailable
race-2a3689814b363475c0ca,Nasser Musa,2025-02-18,Nonpartisan,opponent,verified
race-2ad627f1f643d221f19f,Adolfo Abreu,2021-06-22,Democratic,endorsed,source_unavailable
race-2ad627f1f643d221f19f,Fernando Aquino,2021-06-22,Democratic,opponent,source_unavailable
race-2ad627f1f643d221f19f,Haile Rivera,2021-06-22,Democratic,opponent,source_unavailable
race-2ad627f1f643d221f19f,Pierina Sanchez,2021-06-22,Democratic,opponent,source_unavailable
race-2ad627f1f643d221f19f,Socrates Solano,2021-06-22,Democratic,opponent,source_unavailable
race-2ad627f1f643d221f19f,Yudelka Tapia,2021-06-22,Democratic,opponent,source_unavailable
race-2b388b22da81a36b8441,Bryan Lindstrom,2024-06-25,Democratic,endorsed,verified
race-2b388b22da81a36b8441,Michael Carter,2024-06-25,Democratic,opponent,verified
race-2bc33021849fefc6c865,Ben Bartlett,2024-03-05,Nonpartisan,opponent,verified
race-2bc33021849fefc6c865,Chris Moore,2024-03-05,Nonpartisan,opponent,verified
race-2bc33021849fefc6c865,Gerald Pechenuk,2024-03-05,Nonpartisan,opponent,verified
race-2bc33021849fefc6c865,Gregory Hodge,2024-03-05,Nonpartisan,opponent,verified
race-2bc33021849fefc6c865,John J. Bauters,2024-03-05,Nonpartisan,opponent,verified
race-2bc33021849fefc6c865,Ken Berrick,2024-03-05,Nonpartisan,opponent,verified
race-2bc33021849fefc6c865,Lorrel Plimier,2024-03-05,Nonpartisan,opponent,verified
race-2bc33021849fefc6c865,Nikki Fortunato Bas,2024-03-05,Nonpartisan,endorsed,verified
race-2bc33021849fefc6c865,Omar Farmer,2024-03-05,Nonpartisan,opponent,source_unavailable
race-2c2133100c33cde0b378,Adam Bojak,2026-06-23,Democratic,endorsed,source_unavailable
race-2c2133100c33cde0b378,Adam Bojak,2026-06-23,Democratic,endorsed,verified
race-2c2133100c33cde0b378,Karen Hoak,2026-06-23,Democratic,opponent,source_unavailable
race-2c2133100c33cde0b378,Kevin Deese,2026-06-23,Democratic,opponent,source_unavailable
race-2c460539f3855b59165c,Akil Peck,2025-09-09,Democratic,opponent,source_unavailable
race-2c460539f3855b59165c,Christopher Clouet,2025-09-09,Democratic,opponent,source_unavailable
race-2c460539f3855b59165c,Efrain Dominguez Jr.,2025-09-09,Democratic,opponent,source_unavailable
race-2c460539f3855b59165c,Jefferey Hart,2025-09-09,Democratic,endorsed,verified
race-2c460539f3855b59165c,John Satti,2025-09-09,Democratic,opponent,source_unavailable
race-2c460539f3855b59165c,Reona Dyess,2025-09-09,Democratic,opponent,source_unavailable
race-2c460539f3855b59165c,Shineika Fareus,2025-09-09,Democratic,opponent,source_unavailable
race-2c460539f3855b59165c,Victoria Mueller,2025-09-09,Democratic,opponent,source_unavailable
race-2cb370f41a9f6b25f511,Andy Marte,2020-06-23,Democratic,opponent,source_unavailable
race-2d10d6bfeefa457261b9,Camila Lagow,2023-08-01,,opponent,verified
race-2d10d6bfeefa457261b9,Kim-Khanh Van,2023-08-01,,opponent,source_unavailable
race-2d10d6bfeefa457261b9,Kim-Khanh Van,2023-08-01,,opponent,verified
race-2d10d6bfeefa457261b9,Michael Westgaard,2023-08-01,,endorsed,source_unavailable
race-2d10d6bfeefa457261b9,Michael Westgaard,2023-08-01,,endorsed,verified
race-2d10d6bfeefa457261b9,Nancy Sivitilli,2023-08-01,,opponent,source_unavailable
race-2d10d6bfeefa457261b9,Nancy Sivitilli,2023-08-01,,opponent,verified
race-2d10d6bfeefa457261b9,Randy Corman,2023-08-01,,opponent,source_unavailable
race-2d10d6bfeefa457261b9,Randy Corman,2023-08-01,,opponent,verified
race-2d10d6bfeefa457261b9,Sean Atchison,2023-08-01,,opponent,source_unavailable
race-2d10d6bfeefa457261b9,Steven Vargas,2023-08-01,,opponent,verified
race-2d19081ae745dd848507,Faizah Malik,2026-06-02,Nonpartisan,endorsed,verified
race-2d19081ae745dd848507,Traci Irene Park,2026-06-02,Nonpartisan,opponent,source_unavailable
race-2d45550960d2b093207f,Gus Lambropoulos,2024-06-25,Democratic,opponent,verified
race-2d45550960d2b093207f,Kristen Gonzalez,2024-06-25,Democratic,endorsed,verified
race-2d77a10e3b62e9f5ec19,Donavan McKinney,2026-08-04,Democratic,endorsed,verified
race-2d77a10e3b62e9f5ec19,Shri Thanedar,2026-08-04,Democratic,opponent,verified
race-2e28c0e4d9bec0a415a3,Deb Mell,2019-02-26,Nonpartisan,opponent,verified
race-2e28c0e4d9bec0a415a3,Katie Sieracki,2019-02-26,Nonpartisan,opponent,verified
race-2e28c0e4d9bec0a415a3,Rossana Rodriguez-Sanchez,2019-02-26,Nonpartisan,endorsed,source_unavailable
race-2e4af1073bbd9c36634b,Abu V. Edwards,2023-05-16,Democratic,opponent,source_unavailable
race-2e4af1073bbd9c36634b,Donavan S. West,2023-05-16,Democratic,opponent,source_unavailable
race-2e4af1073bbd9c36634b,Isaiah Thomas,2023-05-16,Democratic,opponent,verified
race-2e4af1073bbd9c36634b,John B. Kelly,2023-05-16,Democratic,opponent,source_unavailable
race-2e4af1073bbd9c36634b,Naderah Griffin,2023-05-16,Democratic,opponent,verified
race-2e4af1073bbd9c36634b,Ogbonna Paul Hagins,2023-05-16,Democratic,opponent,source_unavailable
race-2e4af1073bbd9c36634b,Rue Landau,2023-05-16,Democratic,opponent,verified
race-2e4af1073bbd9c36634b,Wayne E. Dorsey,2023-05-16,Democratic,opponent,source_unavailable
race-2ea8c35c5f98b117696b,Beverly Kindle-Walker,2021-08-03,Nonpartisan,opponent,source_unavailable
race-2ea8c35c5f98b117696b,Denzel Anton McCampbell,2021-08-03,Nonpartisan,endorsed,source_unavailable
race-2ea8c35c5f98b117696b,Janice M. Winfrey,2021-08-03,Nonpartisan,opponent,source_unavailable
race-2ea8c35c5f98b117696b,Michael Stephen Ri'chard,2021-08-03,Nonpartisan,opponent,source_unavailable
race-2ecff9498c2feda5de76,Brian Cina,2022-08-09,Democratic,endorsed,source_unavailable
race-2ecff9498c2feda5de76,Troy Headrick,2022-08-09,Democratic,opponent,source_unavailable
race-2f8e4895b4a4f1338b92,Danny Tenenbaum,2020-06-02,Democratic,unopposed,source_unavailable
race-2f8e4895b4a4f1338b92,Danny Tenenbaum,2020-06-02,Democratic,unopposed,verified
race-2fe58715c24c42ff8338,Chris Ward,2020-03-03,Democratic,opponent,verified
race-2fe58715c24c42ff8338,Micah Perlin,2020-03-03,Democratic,opponent,verified
race-2fe58715c24c42ff8338,Sarah Davis,2020-03-03,Democratic,endorsed,verified
race-31fe14573c903bb5d74d,Martine Larocque Gulick,2024-08-13,Democratic,opponent,source_unavailable
race-31fe14573c903bb5d74d,Phil Baruth,2024-08-13,Democratic,opponent,source_unavailable
race-31fe14573c903bb5d74d,Tanya Vyhovsky,2024-08-13,Democratic,endorsed,source_unavailable
race-32787f9ccc5947c3fca5,Mary Lupien,2023-06-27,Democratic,endorsed,source_unavailable
race-32787f9ccc5947c3fca5,Paul Conrow,2023-06-27,Democratic,opponent,source_unavailable
race-3363a35e7979bec3ed7e,Patrick Mehler,2022-06-28,Democratic,opponent,source_unavailable
race-3363a35e7979bec3ed7e,Tiffany Chen Kumar,2022-06-28,Democratic,endorsed,source_unavailable
race-34447ab34d9b093ff08a,Abraham Aiyash,2020-08-04,Democratic,endorsed,source_unavailable
race-34447ab34d9b093ff08a,Abraham D. Shaw,2020-08-04,Democratic,opponent,source_unavailable
race-34447ab34d9b093ff08a,Anthony Ali,2020-08-04,Democratic,opponent,source_unavailable
race-34447ab34d9b093ff08a,Christopher L. Collins,2020-08-04,Democratic,opponent,source_unavailable
race-34447ab34d9b093ff08a,Darwood Navarro,2020-08-04,Democratic,opponent,source_unavailable
race-34447ab34d9b093ff08a,Delorean Holmes,2020-08-04,Democratic,opponent,source_unavailable
race-34447ab34d9b093ff08a,Frazier H. Kimpson,2020-08-04,Democratic,opponent,source_unavailable
race-34447ab34d9b093ff08a,Gregory W. Reyner,2020-08-04,Democratic,opponent,source_unavailable
race-34447ab34d9b093ff08a,Michele Oberholtzer,2020-08-04,Democratic,opponent,source_unavailable
race-34447ab34d9b093ff08a,Shahab Ahmed,2020-08-04,Democratic,opponent,source_unavailable
race-34447ab34d9b093ff08a,Sigmunt John Szczepkowski Jr.,2020-08-04,Democratic,opponent,source_unavailable
race-34447ab34d9b093ff08a,Tawanna Simpson,2020-08-04,Democratic,opponent,source_unavailable
race-34447ab34d9b093ff08a,Tonya Myers Phillips,2020-08-04,Democratic,opponent,source_unavailable
race-3473e276467be8490f7a,Charlie Greer,2019-10-12,Democratic,opponent,source_unavailable
race-3473e276467be8490f7a,Charlie Greer,2019-10-12,Democratic,opponent,verified
race-3473e276467be8490f7a,Marguerite Green,2019-10-12,Democratic,endorsed,verified
race-3473e276467be8490f7a,Michael G. “Mike” Strain,2019-10-12,Republican,opponent,verified
race-3473e276467be8490f7a,Peter Williams,2019-10-12,Democratic,opponent,source_unavailable
race-35217e2dd2fbf27eafc1,Clint Bryson,2020-08-04,Democratic,opponent,source_unavailable
race-35217e2dd2fbf27eafc1,Jim Walsh,2020-08-04,Republican,opponent,verified
race-35217e2dd2fbf27eafc1,Marianna Everson,2020-08-04,Democratic,endorsed,source_unavailable
race-35fa446ca326b84f7fb7,Andrés Celin,2023-05-16,Democratic,endorsed,verified
race-35fa446ca326b84f7fb7,Quetcy M. Lozada,2023-05-16,Democratic,opponent,source_unavailable
race-36d1965b7e6d86021803,Laith Shaaban,2023-02-28,Nonpartisan,opponent,verified
race-36d1965b7e6d86021803,Rossana Rodríguez Sánchez,2023-02-28,Nonpartisan,endorsed,verified
race-36d1965b7e6d86021803,Samie Martinez,2023-02-28,Nonpartisan,opponent,verified
race-37d84e89f40adca092d4,Martine Gulick,2024-08-13,Democratic,opponent,source_unavailable
race-37d84e89f40adca092d4,Philip Baruth,2024-08-13,Democratic,opponent,source_unavailable
race-37d84e89f40adca092d4,Stewart Ledbetter,2024-08-13,Democratic,opponent,source_unavailable
race-37d84e89f40adca092d4,Tanya Vyhovsky,2024-08-13,Democratic,endorsed,verified
race-38c2bd8a8965b9dd0b5a,Elizabeth Fiedler,2020-06-02,Democratic,unopposed,source_unavailable
race-38c48dfc001f2881c404,Derrick Hall,2023-05-02,Democratic,opponent,source_unavailable
race-38c48dfc001f2881c404,Eric Garrett,2023-05-02,Democratic,opponent,source_unavailable
race-38c48dfc001f2881c404,Fran Wilson,2023-05-02,Democratic,endorsed,verified
race-38c48dfc001f2881c404,Ginger Baylor,2023-05-02,Democratic,opponent,source_unavailable
race-38c48dfc001f2881c404,Jeff Fusco,2023-05-02,Democratic,opponent,source_unavailable
race-38c48dfc001f2881c404,Johnny Osby,2023-05-02,Democratic,opponent,source_unavailable
race-38c48dfc001f2881c404,Linda Omobien,2023-05-02,Democratic,opponent,source_unavailable
race-38c48dfc001f2881c404,Reau McClendon,2023-05-02,Democratic,opponent,source_unavailable
race-38c48dfc001f2881c404,"Ronald Smith, Sr.",2023-05-02,Democratic,opponent,source_unavailable
race-3928850e2f90dbc3b55f,Cecelia Espenoza,2024-06-25,Democratic,opponent,verified
race-3928850e2f90dbc3b55f,Tim Hernández,2024-06-25,Democratic,endorsed,verified
race-39f265caadf4efc1cdd3,David Orkin,2026-06-23,Democratic,endorsed,source_unavailable
race-39f265caadf4efc1cdd3,Jenifer Rajkumar,2026-06-23,Democratic,opponent,source_unavailable
race-3a50f4e7ad1567ae0820,Emily E. Gallagher,2022-06-28,Democratic,endorsed,verified
race-3a50f4e7ad1567ae0820,Paddy O'Sullivan,2022-06-28,Democratic,opponent,source_unavailable
race-3abbb30ca77835052430,Fabian Bean,2022-08-09,Democratic-Farmer-Labor,endorsed,source_unavailable
race-3abbb30ca77835052430,Fabian Bean,2022-08-09,Democratic-Farmer-Labor,opponent,source_unavailable
race-3abbb30ca77835052430,Samantha Sencer-Mura,2022-08-09,Democratic-Farmer-Labor,endorsed,source_unavailable
race-3abbb30ca77835052430,Samantha Sencer-Mura,2022-08-09,Democratic-Farmer-Labor,opponent,source_unavailable
race-3abbb30ca77835052430,Venus A. Williams,2022-08-09,Democratic-Farmer-Labor,opponent,source_unavailable
race-3b2b88f146005f2e7e13,Aidan Sova,2026-08-04,Democratic,opponent,verified
race-3b2b88f146005f2e7e13,Dave Zeglen,2026-08-04,Democratic,endorsed,source_unavailable
race-3b2b88f146005f2e7e13,Dave Zeglen,2026-08-04,Democratic,endorsed,verified
race-3b8f105d02f390f68f75,Dean Phillips,2024-03-12,Democratic,opponent,verified
race-3b8f105d02f390f68f75,Joseph R Biden Jr,2024-03-12,Democratic,opponent,verified
race-3b8f105d02f390f68f75,Marianne Williamson,2024-03-12,Democratic,opponent,verified
race-3b8f105d02f390f68f75,Uncommitted Delegates,2024-03-12,Democratic,endorsed,verified
race-3ba2bec0d19c64a42d5b,Aaron Wagner,2022-08-09,Nonpartisan,endorsed,source_unavailable
race-3ba2bec0d19c64a42d5b,Kyle Kirchner,2022-08-09,Nonpartisan,opponent,source_unavailable
race-3ba2bec0d19c64a42d5b,Kyle Kirchner,2022-08-09,Nonpartisan,opponent,verified
race-3ba2bec0d19c64a42d5b,Pat Backen,2022-08-09,Nonpartisan,opponent,source_unavailable
race-3ba2bec0d19c64a42d5b,Rebecca Johnson,2022-08-09,Nonpartisan,opponent,source_unavailable
race-3beef604baf61c83ac0c,Carrie R. Kennedy,2020-08-04,Republican,opponent,verified
race-3beef604baf61c83ac0c,Cody Hart,2020-08-04,Republican,opponent,verified
race-3beef604baf61c83ac0c,James Dean Golder,2020-08-04,Republican,opponent,verified
race-3beef604baf61c83ac0c,Jason Call,2020-08-04,Democratic,endorsed,verified
race-3beef604baf61c83ac0c,Kari Ilonummi,2020-08-04,Republican,opponent,verified
race-3beef604baf61c83ac0c,Rick Larsen,2020-08-04,Democratic,opponent,verified
race-3beef604baf61c83ac0c,Tim Uy,2020-08-04,Trump Republican,opponent,verified
race-3beef604baf61c83ac0c,Timothy S. Hazelo,2020-08-04,Republican,opponent,verified
race-3c627e0363e4b2564075,Catia Sharp,2020-09-01,Democratic,opponent,verified
race-3c627e0363e4b2564075,Erika Uyterhoeven,2020-09-01,Democratic,endorsed,source_unavailable
race-3cc44f97e31858996064,Devin Rydel Kelly,2024-08-06,Democratic,endorsed,source_unavailable
race-3cc44f97e31858996064,Jake Fey,2024-08-06,Democratic,opponent,verified
race-3cfd6cf7df471fd4e7a3,Anna C. Hansen,2024-06-04,Democratic,opponent,verified
race-3cfd6cf7df471fd4e7a3,Linda M. Trujillo,2024-06-04,Democratic,opponent,verified
race-3cfd6cf7df471fd4e7a3,Veronica Ray Krupnick,2024-06-04,Democratic,endorsed,source_unavailable
race-3d4a968ce106f259b80d,Anita Prizio,2021-05-18,Democratic,unopposed,source_unavailable
race-3d4a968ce106f259b80d,Anita Prizio,2021-05-18,Democratic,unopposed,verified
race-3db59a6535d2b87f2703,Justin Brannan,2017-09-12,Democratic,opponent,source_unavailable
race-3db59a6535d2b87f2703,Justin Brannan,2017-09-12,Democratic,opponent,verified
race-3db59a6535d2b87f2703,Kevin Carroll,2017-09-12,Democratic,opponent,verified
race-3db59a6535d2b87f2703,Khader El-Yateem,2017-09-12,Democratic,endorsed,source_unavailable
race-3db59a6535d2b87f2703,Khader El-Yateem,2017-09-12,Democratic,endorsed,verified
race-3db59a6535d2b87f2703,Nancy Tong,2017-09-12,Democratic,opponent,source_unavailable
race-3db59a6535d2b87f2703,Vincent Chirico,2017-09-12,Democratic,opponent,source_unavailable
race-3db62fccce64bbd64336,Demetria Henderson,2026-05-19,Democratic,opponent,verified
race-3db62fccce64bbd64336,Edith M. Ladipo,2026-05-19,Democratic,opponent,source_unavailable
race-3db62fccce64bbd64336,Mathewos Samson,2026-05-19,Democratic,endorsed,verified
race-3ecc1eb1bf0838801a6b,Andrew Bodiford,2026-06-23,Democratic,opponent,source_unavailable
race-3ecc1eb1bf0838801a6b,Emily Gallagher,2026-06-23,Democratic,endorsed,source_unavailable
race-3f9a5712e5759d632957,Shayla D. Adams-Stafford,2026-06-23,Democratic,endorsed,source_unavailable
race-3f9a5712e5759d632957,Shayla D. Adams-Stafford,2026-06-23,Democratic,endorsed,verified
race-3f9a5712e5759d632957,"Wynton R. Johnson, Sr.",2026-06-23,Democratic,opponent,source_unavailable
race-3feef0e6623161e871c8,Allison Eriksen,2026-06-23,Democratic,opponent,verified
race-3feef0e6623161e871c8,"Izola ""Zola"" Shaw",2026-06-23,Democratic,endorsed,verified
race-3feef0e6623161e871c8,Jud Ashman,2026-06-23,Democratic,opponent,source_unavailable
race-3feef0e6623161e871c8,Jud Ashman,2026-06-23,Democratic,opponent,verified
race-4039c8c7f564597846fa,Angie Winder,2020-06-02,Democratic,opponent,source_unavailable
race-4039c8c7f564597846fa,Anson Asaka,2020-06-02,Democratic,opponent,source_unavailable
race-4039c8c7f564597846fa,Logan Endow,2020-06-02,Democratic,endorsed,source_unavailable
race-4039c8c7f564597846fa,Mark Conway,2020-06-02,Democratic,opponent,source_unavailable
